"LOCATION","Country","HP","Provider","HF","Financing Agent","HC","Function","ICD","Diagnostic Category","AGE","Age Group","GEN","Gender","UNI","Unit","YR","Year","Value","Flag Codes","Flags"
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","50_54","50 to 54","M","Male","MLLNCU","Million of national currency units","2007","2007",1634.6,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","50_54","50 to 54","M","Male","MLLNCU","Million of national currency units","2011","2011",2048.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","50_54","50 to 54","F","Female","MLLNCU","Million of national currency units","2003","2003",1512.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","50_54","50 to 54","F","Female","MLLNCU","Million of national currency units","2005","2005",1651.3,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","50_54","50 to 54","F","Female","MLLNCU","Million of national currency units","2007","2007",1821.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","50_54","50 to 54","F","Female","MLLNCU","Million of national currency units","2011","2011",2266.1,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","55_59","55 to 59","M","Male","MLLNCU","Million of national currency units","2003","2003",1507.6,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","55_59","55 to 59","M","Male","MLLNCU","Million of national currency units","2005","2005",1733.4,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","55_59","55 to 59","M","Male","MLLNCU","Million of national currency units","2007","2007",1888.1,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","55_59","55 to 59","M","Male","MLLNCU","Million of national currency units","2011","2011",2249.9,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","55_59","55 to 59","F","Female","MLLNCU","Million of national currency units","2003","2003",1552.1,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","55_59","55 to 59","F","Female","MLLNCU","Million of national currency units","2005","2005",1770.7,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","55_59","55 to 59","F","Female","MLLNCU","Million of national currency units","2007","2007",1878,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","55_59","55 to 59","F","Female","MLLNCU","Million of national currency units","2011","2011",2260.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","60_64","60 to 64","M","Male","MLLNCU","Million of national currency units","2003","2003",1308.6,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","60_64","60 to 64","M","Male","MLLNCU","Million of national currency units","2005","2005",1514.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","60_64","60 to 64","M","Male","MLLNCU","Million of national currency units","2007","2007",1967.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","60_64","60 to 64","M","Male","MLLNCU","Million of national currency units","2011","2011",2604.4,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","60_64","60 to 64","F","Female","MLLNCU","Million of national currency units","2003","2003",1334.7,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","60_64","60 to 64","F","Female","MLLNCU","Million of national currency units","2005","2005",1492.7,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","60_64","60 to 64","F","Female","MLLNCU","Million of national currency units","2007","2007",1877.4,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","60_64","60 to 64","F","Female","MLLNCU","Million of national currency units","2011","2011",2486.1,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","65_69","65 to 69","M","Male","MLLNCU","Million of national currency units","2003","2003",1406.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","65_69","65 to 69","M","Male","MLLNCU","Million of national currency units","2005","2005",1549.4,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","65_69","65 to 69","M","Male","MLLNCU","Million of national currency units","2007","2007",1810.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","65_69","65 to 69","M","Male","MLLNCU","Million of national currency units","2011","2011",2335.6,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","65_69","65 to 69","F","Female","MLLNCU","Million of national currency units","2003","2003",1456.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","65_69","65 to 69","F","Female","MLLNCU","Million of national currency units","2005","2005",1563.9,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","65_69","65 to 69","F","Female","MLLNCU","Million of national currency units","2007","2007",1741.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","65_69","65 to 69","F","Female","MLLNCU","Million of national currency units","2011","2011",2290.6,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","70_74","70 to 74","M","Male","MLLNCU","Million of national currency units","2003","2003",1560.9,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","70_74","70 to 74","M","Male","MLLNCU","Million of national currency units","2005","2005",1655.9,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","70_74","70 to 74","M","Male","MLLNCU","Million of national currency units","2007","2007",1840.5,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","70_74","70 to 74","M","Male","MLLNCU","Million of national currency units","2011","2011",2260.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","70_74","70 to 74","F","Female","MLLNCU","Million of national currency units","2003","2003",1814,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","70_74","70 to 74","F","Female","MLLNCU","Million of national currency units","2005","2005",1826.1,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","70_74","70 to 74","F","Female","MLLNCU","Million of national currency units","2007","2007",1906.9,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","70_74","70 to 74","F","Female","MLLNCU","Million of national currency units","2011","2011",2376.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","75_79","75 to 79","M","Male","MLLNCU","Million of national currency units","2003","2003",1462.9,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","75_79","75 to 79","M","Male","MLLNCU","Million of national currency units","2005","2005",1567.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","75_79","75 to 79","M","Male","MLLNCU","Million of national currency units","2007","2007",1772.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","75_79","75 to 79","M","Male","MLLNCU","Million of national currency units","2011","2011",2165.9,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","75_79","75 to 79","F","Female","MLLNCU","Million of national currency units","2003","2003",2138.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","75_79","75 to 79","F","Female","MLLNCU","Million of national currency units","2005","2005",2150,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","75_79","75 to 79","F","Female","MLLNCU","Million of national currency units","2007","2007",2250.6,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","75_79","75 to 79","F","Female","MLLNCU","Million of national currency units","2011","2011",2780.9,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","80_84","80 to 84","M","Male","MLLNCU","Million of national currency units","2003","2003",1148.5,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","80_84","80 to 84","M","Male","MLLNCU","Million of national currency units","2005","2005",1229.7,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","80_84","80 to 84","M","Male","MLLNCU","Million of national currency units","2007","2007",1336.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","80_84","80 to 84","M","Male","MLLNCU","Million of national currency units","2011","2011",1872,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","80_84","80 to 84","F","Female","MLLNCU","Million of national currency units","2003","2003",2304.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","80_84","80 to 84","F","Female","MLLNCU","Million of national currency units","2005","2005",2337.4,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","80_84","80 to 84","F","Female","MLLNCU","Million of national currency units","2007","2007",2391.4,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","80_84","80 to 84","F","Female","MLLNCU","Million of national currency units","2011","2011",3348.5,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","85_89","85 to 89","M","Male","MLLNCU","Million of national currency units","2003","2003",601.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","85_89","85 to 89","M","Male","MLLNCU","Million of national currency units","2005","2005",635.7,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","85_89","85 to 89","M","Male","MLLNCU","Million of national currency units","2007","2007",787.6,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","85_89","85 to 89","M","Male","MLLNCU","Million of national currency units","2011","2011",1259.1,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","85_89","85 to 89","F","Female","MLLNCU","Million of national currency units","2003","2003",1736.4,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","85_89","85 to 89","F","Female","MLLNCU","Million of national currency units","2005","2005",1770.4,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","85_89","85 to 89","F","Female","MLLNCU","Million of national currency units","2007","2007",2079.4,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","85_89","85 to 89","F","Female","MLLNCU","Million of national currency units","2011","2011",3421,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","90_94","90 to 94","M","Male","MLLNCU","Million of national currency units","2003","2003",223.1,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","90_94","90 to 94","M","Male","MLLNCU","Million of national currency units","2005","2005",236.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","90_94","90 to 94","M","Male","MLLNCU","Million of national currency units","2007","2007",274.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","90_94","90 to 94","M","Male","MLLNCU","Million of national currency units","2011","2011",516.8,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","90_94","90 to 94","F","Female","MLLNCU","Million of national currency units","2003","2003",928.5,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","90_94","90 to 94","F","Female","MLLNCU","Million of national currency units","2005","2005",951.5,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","90_94","90 to 94","F","Female","MLLNCU","Million of national currency units","2007","2007",1075.1,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","90_94","90 to 94","F","Female","MLLNCU","Million of national currency units","2011","2011",1976.6,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","95_N","95 years and over","M","Male","MLLNCU","Million of national currency units","2003","2003",45.6,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","95_N","95 years and over","M","Male","MLLNCU","Million of national currency units","2005","2005",43.7,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","95_N","95 years and over","M","Male","MLLNCU","Million of national currency units","2007","2007",55.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","95_N","95 years and over","M","Male","MLLNCU","Million of national currency units","2011","2011",131.1,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","95_N","95 years and over","F","Female","MLLNCU","Million of national currency units","2003","2003",278.3,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","95_N","95 years and over","F","Female","MLLNCU","Million of national currency units","2005","2005",291.5,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","95_N","95 years and over","F","Female","MLLNCU","Million of national currency units","2007","2007",344.2,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA000","All causes","95_N","95 years and over","F","Female","MLLNCU","Million of national currency units","2011","2011",722.1,,
